Index,User name,Start Time,Stop Time,Status,Mark To Pause,Label,Comment,Run ID,Line,Vial,Evaluate,Sample Type,Reference,Acquisition information Background Result,Linearity Correction Result,Pressure Adjust Target Intensity,High Voltage,Kiel IV Initial Pressure,Kiel IV Residual CO₂ Pressure,Peak Center Result,Kiel IV Non Condensable Pressure,Pressure Adjust Result Intensity,Initial Intensity from µ-Volume,Kiel IV Leak Rate,Pressure Adjust Initial Intensity,Ion Source Pressure,Pressure Adjust Bellow Position,Kiel IV CO₂ Sample Pressure,Kiel IV Acid Temperature,Measuring from,Pressure Adjust failed with Target Intensity,Cycle Number,Sample Intensities Sample Intensity 44.00 m/z,45.00 m/z,45.00 m/z__dup2,46.00 m/z,46.00 m/z__dup2,Standard Intensities Standard Intensity 44.00 m/z,"Molecule Deltas CO2 Brand, Assonov and Coplen d45CO2",d46CO2,"CO2 Brand, Assonov and Coplen (Avg.) d45CO2 Mean",d45CO2 SD,d45CO2 SE,d46CO2 Mean,d46CO2 SD,d46CO2 SE,d 13C/12C  Mean,d 13C/12C  Std Dev,d 18O/16O  Mean,d 18O/16O  Std Dev,Excel File,Date,Date_ordinal,leak_rate,p_gases,p_no_acid,total_co2,1  Cycle Int  Samp  44,Identifier 1,Species,Identifier 2,Collector Status,Cycles Total,d13C Cycles Used,d18O Cycles Used,d13C Cycles Excluded,d18O Cycles Excluded,1  Cycle Int  Ref  44,1  Cycle Int  Diff Samp-Ref  44,1  Cycle Int  Pressure-Weighted Mismatch Samp-Ref  44,d13C_linearity_corrected,d18O_linearity_corrected,d13C_calibrated,d18O_calibrated,d13C_calibrated_linearity_corrected,d18O_calibrated_linearity_corrected
11.0,GIRMS\IRMS-operator,2026-03-20 19:09:00.253,2026-03-20 20:15:21.011,Success,False,SHP2L,,11.0,1,7.0,True,QC Standard,SHP2L,"0.002 V, 0.002 V, 0.002 V",,10.475 V,9.5198 kV,42 µbar,32 µbar,Carbon Dioxide: 0.0198 kV,49 µbar,9.756 V,11.942 V,107 µbar/min,6.696 V,1.00E-007 mbar,16 %,826 µbar,72 °C,µ-Volume,,Pre,9.555865658873584,10.385817547011914,10.482228059936109,13.61771932871871,14.004076636152792,9.81525017177489,-0.871074479649514,-6.093189265665711,-0.9023640325209816,0.0252545353869934,0.0063136338467483,-6.110676689072231,0.0185355980489792,0.0046338995122448,-0.9044500027124128,0.0246729582607356,-6.111842517299334,0.01856903839397,Renata Nagai 780 G. ruber series 1.xlsx,2026-03-20 19:09:00.253,739695.0,107.0,49.0,32.0,826.0,9.23529697811034,SHP2L,,,OK,16.0,15.0,15.0,0.0,0.0,9.332914485091235,-0.097617506980896,-0.0909864811499846,-0.8671727678000642,-6.163400494262999,,,,
12.0,GIRMS\IRMS-operator,2026-03-20 19:42:18.857,2026-03-20 20:53:05.356,Success,False,780 - G. ruber,24-25,12.0,2,7.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",,8.959 V,9.5198 kV,32 µbar,42 µbar,Carbon Dioxide: 0.0198 kV,137 µbar,9.029 V,10.132 V,49 µbar/min,9.528 V,9.53E-008 mbar,17 %,777 µbar,72 °C,µ-Volume,,Pre,8.797936824204855,9.58971002399837,9.709858086704363,12.626340769250165,12.972092412431012,9.09154930436843,1.959835493310802,0.8791056015624577,1.900965839960009,0.029905322119371,0.0074763305298427,0.9124343829281512,0.0203099011026795,0.0050774752756698,1.8970411964032896,0.0263469242913503,0.914656301685864,0.0189029848931685,Renata Nagai 780 G. ruber series 1.xlsx,2026-03-20 19:42:18.857,739695.0,49.0,137.0,42.0,777.0,8.51769068563216,780,G. ruber,24-25,OK,16.0,15.0,15.0,0.0,0.0,8.65252256315766,-0.1348318775254995,-0.1250222425281529,1.921872886962341,0.8803117014808658,2.003493228085972,1.2355703686158677,2.003493228085972,1.2355703686158677
13.0,GIRMS\IRMS-operator,2026-03-20 20:15:21.131,2026-03-20 21:31:51.999,Success,False,780 - G. ruber,22-23,13.0,1,8.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",,16.653 V,9.5199 kV,47 µbar,40 µbar,Carbon Dioxide: 0.0199 kV,54 µbar,12.085 V,19.395 V,112 µbar/min,3.323 V,1.14E-007 mbar,10 %,877 µbar,72 °C,µ-Volume,15.127 V,Pre,16.08377886309834,17.500807654766845,12.986145281809844,23.03641500786801,17.353276041307648,12.16268730654927,0.500947686513431,-1.0585559290418045,0.5824152454103476,0.0725101146743081,0.018127528668577,-1.090907481657917,0.0185751529017675,0.0046437882254418,0.5878464160034754,0.0716072240910801,-1.0930642518323244,0.0170275968428761,Renata Nagai 780 G. ruber series 1.xlsx,2026-03-20 20:15:21.131,739695.0,112.0,54.0,40.0,877.0,15.450792436744884,780,G. ruber,22-23,OK,16.0,15.0,15.0,0.0,0.0,11.52775225745382,3.923040179291064,4.952727777983125,0.7329198411373679,-1.2937146576008969,0.8144433256538832,-0.9392276528690218,0.8144433256538832,-0.9392276528690218
14.0,GIRMS\IRMS-operator,2026-03-20 20:53:05.483,2026-03-20 22:03:51.986,Success,False,780 - G. ruber,52-53,14.0,2,8.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",,11.556 V,9.5198 kV,35 µbar,42 µbar,Carbon Dioxide: 0.0198 kV,96 µbar,11.515 V,13.171 V,63 µbar/min,11.752 V,1.10E-007 mbar,10 %,794 µbar,72 °C,µ-Volume,,Pre,11.319010432415835,12.323674129071,12.378674315037491,16.231818024316976,16.540704194704244,11.5932663041886,1.065743397508978,0.1752498661968804,0.9901290090665592,0.0407037743381284,0.0101759435845321,0.150177043431815,0.0233890720231057,0.0058472680057764,0.9850880498370648,0.0365994280709771,0.148505521914144,0.0231997138950361,Renata Nagai 780 G. ruber series 1.xlsx,2026-03-20 20:53:05.483,739695.0,63.0,96.0,42.0,794.0,10.929792102032536,780,G. ruber,52-53,OK,16.0,15.0,15.0,0.0,0.0,10.997875507527226,-0.0680834054946899,-0.0637323526847015,1.0517531460910292,0.0563013253039552,1.1333026039732204,0.4112675130838852,1.1333026039732204,0.4112675130838852
15.0,GIRMS\IRMS-operator,2026-03-20 21:31:52.109,2026-03-20 22:36:35.777,Success,False,780 - G. ruber,50-51,15.0,1,9.0,True,Unknown,,"0.002 V, 0.002 V, 0.003 V",,18.178 V,9.5198 kV,42 µbar,32 µbar,Carbon Dioxide: 0.0198 kV,52 µbar,11.415 V,21.296 V,83 µbar/min,11.219 V,1.10E-007 mbar,10 %,870 µbar,72 °C,µ-Volume,16.640 V,Pre,17.73498276181889,19.29487766799961,12.277920861816751,25.422189972721227,16.405944369159826,11.49876085154464,0.3084895107499097,-0.2422817138579835,0.4348406914747582,0.1120532776894851,0.0280133194223712,-0.2143308224619444,0.0196289142274369,0.0049072285568592,0.4432641035230815,0.1106184325526756,-0.2124674297022085,0.0187960449634119,Renata Nagai 780 G. ruber series 1.xlsx,2026-03-20 21:31:52.109,739695.0,83.0,52.0,32.0,870.0,17.01816240258885,780,G. ruber,50-51,OK,16.0,15.0,15.0,0.0,0.0,10.907941255051618,6.110221147537232,8.9792979072827,0.6155206409462664,-0.4507146765591143,0.6970345616803115,-0.0959284521842391,0.6970345616803115,-0.0959284521842391
16.0,GIRMS\IRMS-operator,2026-03-20 22:03:52.157,2026-03-20 23:15:45.290,Success,False,SHP2L,,16.0,2,9.0,True,QC Standard,SHP2L,"0.002 V, 0.002 V, 0.002 V",,4.029 V,9.5198 kV,30 µbar,35 µbar,Carbon Dioxide: 0.0198 kV,113 µbar,3.754 V,4.455 V,63 µbar/min,11.089 V,6.21E-008 mbar,59 %,650 µbar,72 °C,µ-Volume,,Pre,3.763770841592497,4.094411601186984,4.084660107634048,5.370824389222018,5.455393999528729,3.822704934114165,-0.4427571910026184,-4.968282733894713,-0.4362355514824815,0.0173577511657797,0.0044817520795118,-4.993413888556231,0.0255587227614715,0.0063896806903678,-0.4391584646986857,0.0216861797636724,-4.995089298866999,0.0255301568286044,Renata Nagai 780 G. ruber series 1.xlsx,2026-03-20 22:03:52.157,739695.0,63.0,113.0,35.0,650.0,3.6610571374833047,SHP2L,,,OK,16.0,15.0,15.0,0.0,0.0,3.668778907450246,-0.0077217699669414,-0.0072580073587264,-0.4985560358737579,-4.912936783704788,,,,
17.0,GIRMS\IRMS-operator,2026-03-20 22:36:35.877,2026-03-20 23:53:38.575,Success,False,780 - G. ruber,48-49,17.0,1,10.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",,21.273 V,9.5200 kV,42 µbar,37 µbar,Carbon Dioxide: 0.0200 kV,54 µbar,12.034 V,25.160 V,112 µbar/min,3.328 V,1.13E-007 mbar,10 %,887 µbar,72 °C,µ-Volume,19.120 V,Pre,20.493128081351543,22.288299816037,12.934006469631964,29.37857272796643,17.28332998924267,12.113623996764447,0.0114745086472467,-0.1598069955514036,0.1970431344909817,0.1334227477932315,0.0333556869483078,-0.1385435857066478,0.0258946545341968,0.0064736636335492,0.2094143762138974,0.1282556084004598,-0.1371260250503307,0.0261530143444852,Renata Nagai 780 G. ruber series 1.xlsx,2026-03-20 22:36:35.877,739695.0,112.0,54.0,37.0,887.0,19.61921968081596,780,G. ruber,48-49,OK,16.0,15.0,15.0,0.0,0.0,11.482068081885602,8.137151598930357,13.09632963400863,0.4267814067597812,-0.4377653932839539,0.5082799520828303,-0.0829745726100554,0.5082799520828303,-0.0829745726100554
18.0,GIRMS\IRMS-operator,2026-03-20 23:15:45.393,2026-03-21 00:25:58.626,Success,False,780 - G. ruber,46-47,18.0,2,10.0,True,Unknown,,"0.002 V, 0.002 V, 0.003 V",,14.667 V,9.5197 kV,32 µbar,37 µbar,Carbon Dioxide: 0.0197 kV,91 µbar,11.680 V,16.904 V,230 µbar/min,11.699 V,1.12E-007 mbar,10 %,804 µbar,72 °C,µ-Volume,13.606 V,Pre,14.369720856665626,15.639905949779894,12.558524628826524,20.593358586193936,16.781373331906217,11.762050655220424,0.757975118550247,-0.4882119800595497,0.7794760561915803,0.040955621840201,0.0102389054600502,-0.4693836478262492,0.0129997193080809,0.0033565130923712,0.7809094520343359,0.0419756176936397,-0.4702502553951252,0.014670458431819,Renata Nagai 780 G. ruber series 1.xlsx,2026-03-20 23:15:45.393,739695.0,230.0,91.0,37.0,804.0,13.849118988036173,780,G. ruber,46-47,OK,16.0,15.0,15.0,0.0,0.0,11.15473572444822,2.694383263587953,3.1509231524632315,0.8982048348707394,-0.632480975040594,0.9797417841273272,-0.2777592679233294,0.9797417841273272,-0.2777592679233294
19.0,GIRMS\IRMS-operator,2026-03-20 23:53:38.691,2026-03-21 00:58:06.509,Success,False,780 - G. ruber,44-45,19.0,1,11.0,True,Unknown,,"0.002 V, 0.002 V, 0.003 V",,24.530 V,9.5198 kV,40 µbar,35 µbar,Carbon Dioxide: 0.0198 kV,52 µbar,11.361 V,29.295 V,103 µbar/min,11.378 V,1.10E-007 mbar,10 %,889 µbar,72 °C,µ-Volume,22.211 V,Pre,23.88329947589385,25.97146885496911,12.222182322567072,34.21583719544756,16.331597641042354,11.4465221226071,-0.1850077027802932,-0.8290473424622524,0.0950929396654268,0.1848576842777416,0.0462144210694354,-0.7668854943374473,0.0319792042600612,0.0082569950349455,0.1137663158284748,0.1750303355318591,-0.7686239404109952,0.0360495537846748,Renata Nagai 780 G. ruber series 1.xlsx,2026-03-20 23:53:38.691,739695.0,103.0,52.0,35.0,889.0,22.81764293311583,780,G. ruber,44-45,OK,16.0,15.0,15.0,0.0,0.0,10.860384947047104,11.957257986068727,23.66315988847798,0.3866040395167632,-1.1459845763545042,0.4680993118397509,-0.7914451353912,0.4680993118397509,-0.7914451353912
20.0,GIRMS\IRMS-operator,2026-03-21 00:25:58.750,2026-03-21 01:35:15.861,Success,False,780 - G. ruber,62-63,20.0,2,11.0,True,Unknown,,"0.002 V, 0.002 V, 0.003 V",,13.665 V,9.5198 kV,32 µbar,42 µbar,Carbon Dioxide: 0.0198 kV,45 µbar,11.018 V,15.690 V,73 µbar/min,11.037 V,1.08E-007 mbar,10 %,802 µbar,72 °C,µ-Volume,12.679 V,Pre,13.378130324831062,14.566502240108557,11.859616902278969,19.185315188372403,15.845562633478906,11.106064701369132,1.0426647336956307,0.1836305037941077,1.0628017057118404,0.0230358163103992,0.0061565808755837,0.1891090532937095,0.0165202887113014,0.0041300721778253,1.078486876906496,0.0430553328767082,0.1894742899270163,0.0170331265793979,Renata Nagai 780 G. ruber series 1.xlsx,2026-03-21 00:25:58.750,739696.0,73.0,45.0,42.0,802.0,12.90440750931745,780,G. ruber,62-63,OK,16.0,15.0,15.0,0.0,0.0,10.542041386915354,2.362366122402096,2.723805775445165,1.1793979989961607,0.0499045680764027,1.2609578553101528,0.4048684853516988,1.2609578553101528,0.4048684853516988
21.0,GIRMS\IRMS-operator,2026-03-21 00:58:06.623,2026-03-21 02:19:21.862,Success,False,SHP2L,,21.0,1,12.0,True,QC Standard,SHP2L,"0.001 V, 0.001 V, 0.002 V",,6.811 V,9.5201 kV,42 µbar,35 µbar,Carbon Dioxide: 0.0201 kV,59 µbar,6.305 V,7.669 V,83 µbar/min,3.335 V,7.87E-008 mbar,34 %,777 µbar,72 °C,µ-Volume,,Pre,6.246377620107871,6.791609153191753,6.7866619723933965,8.90262178549931,9.06503531906696,6.352473786626877,-0.8076584390437347,-6.122749488048807,-0.8056226642973661,0.0184842169205945,0.0046210542301486,-6.113630034995343,0.0157925374725782,0.0040776156417101,-0.8054869459809415,0.0191247286755259,-6.116048819167719,0.0196068638891449,Renata Nagai 780 G. ruber series 1.xlsx,2026-03-21 00:58:06.623,739696.0,83.0,59.0,35.0,777.0,6.050278525811506,SHP2L,,,OK,16.0,15.0,15.0,0.0,0.0,6.070818574102426,-0.0205400482909201,-0.0192816924811832,-0.8234479229260523,-6.091207072247424,,,,
22.0,GIRMS\IRMS-operator,2026-03-21 01:35:15.976,2026-03-21 02:50:23.171,Success,False,780 - G. ruber,60-61,22.0,2,12.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",,12.057 V,9.5199 kV,32 µbar,40 µbar,Carbon Dioxide: 0.0199 kV,52 µbar,11.138 V,13.791 V,39 µbar/min,6.213 V,1.09E-007 mbar,12 %,789 µbar,72 °C,µ-Volume,,Pre,10.923982730853718,11.899966370114996,11.96369863654108,15.678505700640969,15.985305708461096,11.203911940227348,1.5294626058004468,0.985859708077408,1.4680266925578629,0.0242097117177256,0.0062509206866155,0.9918504256272322,0.0132704967249236,0.0035466894354978,1.468026692557863,0.0242097117177256,0.9925473744616684,0.0208554100421903,Renata Nagai 780 G. ruber series 1.xlsx,2026-03-21 01:35:15.976,739696.0,39.0,52.0,40.0,789.0,10.55587969693251,780,G. ruber,60-61,OK,16.0,15.0,15.0,0.0,0.0,10.633629600177605,-0.0777499032450936,-0.0726989835605633,1.5282069746864526,0.9093122952786676,1.6097952462974945,1.264581256064389,1.6097952462974945,1.264581256064389
