Index,User name,Start Time,Stop Time,Status,Mark To Pause,Label,Comment,Run ID,Line,Vial,Evaluate,Sample Type,Reference,Acquisition information Background Result,Linearity Correction Result,Pressure Adjust Target Intensity,High Voltage,Kiel IV Initial Pressure,Kiel IV Residual CO₂ Pressure,Peak Center Result,Kiel IV Non Condensable Pressure,Pressure Adjust Result Intensity,Initial Intensity from µ-Volume,Kiel IV Leak Rate,Pressure Adjust Initial Intensity,Ion Source Pressure,Pressure Adjust Bellow Position,Kiel IV CO₂ Sample Pressure,Kiel IV Acid Temperature,Measuring from,Pressure Adjust failed with Target Intensity,Cycle Number,Sample Intensities Sample Intensity 44.00 m/z,45.00 m/z,45.00 m/z__dup2,46.00 m/z,46.00 m/z__dup2,Standard Intensities Standard Intensity 44.00 m/z,"Molecule Deltas CO2 Brand, Assonov and Coplen d45CO2",d46CO2,"CO2 Brand, Assonov and Coplen (Avg.) d45CO2 Mean",d45CO2 SD,d45CO2 SE,d46CO2 Mean,d46CO2 SD,d46CO2 SE,d 13C/12C  Mean,d 13C/12C  Std Dev,d 18O/16O  Mean,d 18O/16O  Std Dev,Excel File,Date,Date_ordinal,leak_rate,p_gases,p_no_acid,total_co2,1  Cycle Int  Samp  44,Identifier 1,Species,Identifier 2
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 10,5.2995032439592,5.762479681550522,5.126647739785636,7.553084171929109,6.847201265015353,4.798080126174924,-0.8617169910297706,-6.173644257869593,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 11,5.135214104703044,5.584017741940846,4.91188267066341,7.318837917961826,6.560317375151137,4.597108548476366,-0.8388721417634804,-6.166356220240088,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 12,4.977023377469157,5.411984164085884,4.708556326173357,7.093346303880264,6.28842262140726,4.40670187391329,-0.8546157745451533,-6.151729133501926,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 13,4.823988452008342,5.245609076760821,4.5144740360839615,6.875387226959827,6.0291510897948895,4.225061572777846,-0.8518778013911765,-6.142647954580305,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 14,4.67710276765433,5.086042114256943,4.329589994691425,6.665944770825797,5.782402996903285,4.0519996517172086,-0.8284881618019213,-6.170099140600405,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 15,4.535442366650678,4.931973974095249,4.153905304215961,6.464524544396152,5.547674360803843,3.887550593612749,-0.8463284633735135,-6.083923011024228,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 16,,,3.9868057433693536,,5.324317492165316,3.731092586567974,,,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
2.0,GIRMS\IRMS-operator,2026-03-20 14:00:39.516,2026-03-20 14:58:32.655,Success,False,780 - G. ruber,20-21,2.0,2.0,2.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",,12.061 V,9.5203 kV,20 µbar,40 µbar,Carbon Dioxide: 0.0203 kV,49 µbar,11.149 V,13.832 V,34 µbar/min,7.367 V,1.10E-007 mbar,12 %,814 µbar,72 °C,µ-Volume,,Pre,10.908814795777232,11.878641372895322,11.974440938210568,15.623071463062312,16.00035396332934,11.213733237906832,1.1365051979217444,-1.2133930888412747,1.0705451990790786,0.0363659918139452,0.0090914979534863,-1.233029898756947,0.0158668979596554,0.0040968154369145,1.191238582482115,0.0386394973464972,-1.236774219441779,0.0158567204600975,Renata Nagai 780 G. ruber series 1.xlsx,2026-03-20 14:00:39.516,739695.0,34.0,49.0,40.0,814.0,11.149,780,G. ruber,20-21
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 1,10.537175816222568,11.474257140552211,11.364163881516538,15.090950996830014,15.184485585643795,10.641890549870636,1.1237711380125417,-1.2273332015388938,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 2,10.181052964850805,11.08722580072888,10.794105058884702,14.581108283558708,14.422708423091914,10.107605141326326,1.1347362918425752,-1.2401164437664258,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 3,9.834114273068836,10.709570771432004,10.26007724401959,14.084377558185604,13.70834675545886,9.606866520568271,1.0807090481659287,-1.2429415311960843,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 4,9.50202195040836,10.348699003190816,9.759090419367212,13.608851702167538,13.038301141216303,9.137152117415804,1.0965316261826177,-1.235660207503653,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 5,9.182084784533426,10.000305300927243,9.288601604525766,13.150760204746271,12.408876092388178,8.696196955367466,1.0503283915306303,-1.22965991575541,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 6,8.88117997042789,9.672822481370057,8.846404081559262,12.7198186230202,11.81780663247302,8.281780761405368,1.0275486636484032,-1.2499320811921732,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 7,8.58587499259635,9.351648357410866,8.430020934319577,12.2974154066582,11.261307866527584,7.891630554658078,1.044703421958504,-1.2182720211639797,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 8,8.302567881270786,9.043486839509091,8.037867075181088,11.89170149083331,10.737278730823544,7.5243768861149,1.0528914101743947,-1.2277817538131064,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 9,8.030360233069871,8.74698961513443,7.668638311415196,11.501812608196284,10.243742024333107,7.1783348738397565,1.013012134205793,-1.2573825982170606,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 10,7.768323563373698,8.462073332047543,7.319467192864498,11.126452357723265,9.777395728352936,6.851321879186461,1.058276805665059,-1.2655473717033685,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 11,7.515108372691469,8.186506158089719,6.989705108358693,10.764324338390376,9.33662918324664,6.542621534987826,1.0605129003797842,-1.2321601395220982,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 12,7.273851317092318,7.923760848911252,6.6784490406275605,10.418438584758784,8.920901687099482,6.250931304618259,1.0450100296806042,-1.2891463600038788,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 13,7.039486371592777,7.668780213570676,6.383637901335633,10.083117754413632,8.52710870022967,5.97503630511417,1.0818278100315215,-1.2252646136121648,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 14,6.8149710041141525,7.424229698599926,6.103749657553824,9.761615413697934,8.152687222911862,5.712957729946663,1.060288368103901,-1.2101396042222268,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 15,6.59898585617623,7.189134302649033,5.840169316506467,9.452441008045222,7.800647289707209,5.46606655220523,1.0620699477612572,-1.2198639093062846,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 16,,,5.588184873088781,,7.464126769564025,5.230131225862082,,,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
3.0,GIRMS\IRMS-operator,2026-03-20 14:29:14.731,2026-03-20 15:30:29.058,Success,False,780 - G. ruber,18-19,3.0,1.0,3.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",,16.562 V,9.5200 kV,45 µbar,162 µbar,Carbon Dioxide: 0.0200 kV,52 µbar,11.741 V,19.219 V,83 µbar/min,10.866 V,1.13E-007 mbar,10 %,865 µbar,72 °C,µ-Volume,15.250 V,Pre,16.1734982778613,17.601859610677636,12.629163306356348,23.1602855005477,16.876540330908117,11.82808125515622,0.6958564917713961,-1.3057851217697092,0.7491855638658841,0.0618322695042348,0.0154580673760587,-1.2873473927073398,0.0166019026750589,0.0041504756687647,0.8492549295355118,0.0657512181002219,-1.2904202427410152,0.0165262134207285,Renata Nagai 780 G. ruber series 1.xlsx,2026-03-20 14:29:14.731,739695.0,83.0,52.0,162.0,865.0,11.741,780,G. ruber,18-19
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 1,15.552715902525604,16.927284043432152,11.973378103376303,22.27204218294364,15.999785808584503,11.213471689223704,0.6939189875849738,-1.280416363664938,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 2,14.96213818092984,16.285595338941494,11.363998701479124,21.42632677938681,15.184170750639256,10.641829614836396,0.681908273483911,-1.29431673519953,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 3,14.399082904059114,15.673559945226584,10.79393629372207,20.62056138899069,14.42187204744559,10.107295160490692,0.6711360791622489,-1.3005089873062703,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 4,13.861717229086578,15.089553635717309,10.258895199895775,19.851378349325472,13.706735519430454,9.605736975866977,0.6810912881820563,-1.29789535685787,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 5,13.34904277821225,14.532697241903222,9.75862363126492,19.11704912569266,13.0376584806655,9.136907450259852,0.7195258119214731,-1.3072034364407514,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 6,12.857334261137666,13.998296898008263,9.287240747604493,18.4133566894744,12.407443670294102,8.695141916472139,0.7277958317333244,-1.297099398275936,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 7,12.388948668978172,13.488885801435387,8.84507302582351,17.742819336912447,11.81618049528342,8.280621414381685,0.724004244108567,-1.2972724331749008,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 8,11.943729167181674,13.00483648121444,8.427519072419933,17.105183748266516,11.258221415540987,7.889540438849153,0.7361814025661495,-1.312672427909556,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 9,11.519362434490864,12.543630641103665,8.035633807913847,16.497857121488863,10.734266785642916,7.522211914259613,0.7591900896171122,-1.2849236112792983,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 10,11.109264140326202,12.097385566831504,7.665012480152508,15.910825876257237,10.238624362013155,7.175052240771183,0.7618451790571967,-1.2614283623700873,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 11,10.718764310080232,11.672657769323266,7.316102123545411,15.351689604780493,9.772545842191988,6.848329692021784,0.7847262028295443,-1.271911268283188,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 12,10.344849472243013,11.266094487310326,6.986533455722257,14.816395191213902,9.332326359389237,6.539675519356274,0.8124268007672075,-1.2727790288802332,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 13,9.985393660619224,10.87519232571212,6.674839320180129,14.301843194029148,8.915773777029331,6.247717624950708,0.8360150905699637,-1.265387480982039,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 14,9.64065039654416,10.49992589137553,6.379728948280267,13.808406142256072,8.521503953001314,5.971343760687532,0.8366579707446142,-1.263581264165592,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 15,9.310351257521331,10.1406395846614,6.1000642217032,13.33513036157828,8.148095754644688,5.7095154573504345,0.8646892777544046,-1.2843770067575422,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 16,,,5.835911589135443,,7.794968036672884,5.462156181532563,,,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
4.0,GIRMS\IRMS-operator,2026-03-20 14:58:32.807,2026-03-20 16:06:09.574,Success,False,780 - G. ruber,16-17,4.0,2.0,3.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",,10.810 V,9.5199 kV,45 µbar,45 µbar,Carbon Dioxide: 0.0199 kV,54 µbar,10.915 V,12.325 V,73 µbar/min,11.408 V,1.08E-007 mbar,11 %,821 µbar,72 °C,µ-Volume,,Pre,10.600219285504943,11.547364022103668,11.743403698769928,15.184032810123584,15.691402447612903,10.997368968355282,1.5214305142947635,-1.0233628143758722,1.467300378959882,0.0305002238495496,0.0076250559623874,-1.0360924965445024,0.0148433547328277,0.0037108386832069,1.608362689486928,0.032463359702264,-1.0405182458736937,0.0148371987923503,Renata Nagai 780 G. ruber series 1.xlsx,2026-03-20 14:58:32.807,739695.0,73.0,54.0,45.0,821.0,10.915,780,G. ruber,16-17
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 1,10.236337589639176,11.151469971505522,11.148195506912655,14.662924302013536,14.89538241663756,10.439082595489962,1.4996379914147262,-1.0546429054115736,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 2,9.893939034263656,10.779030348626495,10.589875008431797,14.17284001150908,14.149311077983995,9.915799016887725,1.5066675693156115,-1.0395325354620732,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 3,9.5615189433266,10.417274858323456,10.067544605103851,13.69682241717162,13.450580728443285,9.426305806653623,1.5151809999627286,-1.017949838879484,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 4,9.24539080859912,10.0729984301008,9.577788140145662,13.244199645908497,12.796032321842333,8.967594330918072,1.4752810725016108,-1.0070090221860897,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 5,8.939991509931213,9.74061826175088,9.118504549828888,12.806495146047254,12.181463730724476,8.53678727049237,1.4636197728918887,-1.0319214789236142,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 6,8.645425355451232,9.419955040780426,8.685640718308807,12.384670865924974,11.603182823728527,8.13149920703662,1.4686683804370215,-1.0229406546587994,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 7,8.363457128786038,9.113006021348358,8.278421785203339,11.98080469408812,11.05869103709044,7.749910271184569,1.4541398442116105,-1.0299718869867247,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 8,8.093060915632405,8.81860377964151,7.894932394141729,11.593732130916734,10.54616559782805,7.390568768994932,1.4337372408390614,-1.0420923957561443,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 9,7.831821954267149,8.534483339158419,7.532640807543892,11.219534171016832,10.062235486896656,7.051090514676695,1.464202301284967,-1.0526906012037207,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 10,7.580126440541869,8.260189308989185,7.190979744759918,10.85894503766227,9.605460553451763,6.731147682683592,1.4322151077414969,-1.0561901886976257,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 11,7.3381613850761696,7.997058059541107,6.868131186334015,10.512459171207569,9.174051773937366,6.428677303365492,1.4749143619470215,-1.050585525447123,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 12,7.104369813309921,7.742076428390047,6.56302317335966,10.177481067569872,8.766356003673692,6.14303721684824,1.4230297018238414,-1.0528163399499135,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 13,6.878594672696714,7.496341613493288,6.274468924371125,9.854304683597706,8.38057984152617,5.872691786306029,1.432489199854059,-1.0246796591403262,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 14,6.661507724974969,7.260069026930736,6.000749494401337,9.543257844837328,8.014786136539598,5.616391813771849,1.452473398638077,-1.0404486220754183,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 15,6.452876766065895,7.032811634292905,5.741320278016449,9.244713080318592,7.66828943529906,5.373437678616904,1.4591186061996275,-1.0306454755575345,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 16,,,5.495406414834382,,7.340076458843371,5.143309748189574,,,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
5.0,GIRMS\IRMS-operator,2026-03-20 15:30:29.176,2026-03-20 16:49:33.663,Success,False,780 - G. ruber,14-15,5.0,1.0,4.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",,14.783 V,9.5200 kV,47 µbar,123 µbar,Carbon Dioxide: 0.0200 kV,54 µbar,12.236 V,17.029 V,220 µbar/min,3.336 V,1.15E-007 mbar,10 %,868 µbar,72 °C,µ-Volume,12.906 V,Pre,13.480655090457288,14.674296750220336,13.148969186934512,19.299637346364705,17.5724884558694,12.315697209483467,0.9320731602731058,-1.5406744927641824,0.8947945015428319,0.0207848583324849,0.0053666273449996,-1.5649530605814863,0.0135257333672887,0.00349232933845,1.0154358580773517,0.0221631461801814,-1.5686632299444374,0.0135418335061817,Renata Nagai 780 G. ruber series 1.xlsx,2026-03-20 15:30:29.176,739695.0,220.0,54.0,123.0,868.0,12.236,780,G. ruber,14-15
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 1,12.986443178302132,14.13712573132838,12.460252417716063,18.59190669546291,16.64998736868068,11.669284836894358,0.9133592104324516,-1.5660458002644262,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 2,12.513718740588509,13.62296022334961,11.818802131804503,17.915811209775654,15.792932181455338,11.06815709317335,0.8741725083292184,-1.5602263174382405,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 3,12.06076814377912,13.13080467143921,11.220043672713318,17.267416982747758,14.991562633611403,10.50629390919813,0.8730197012800645,-1.5656702103513664,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,Cycle 4,11.628160965677935,12.660598529967348,10.658452968145516,16.64839294443294,14.240633516408645,9.980044500476204,0.9035283146956452,-1.5497368032327818,,,,,,,,,,,Renata Nagai 780 G. ruber series 1.xlsx,,,,,,,,,,
